"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/OculusVR/Materials/PokeAHoleMaterial.PokeAHoleMaterial","0","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","74","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","52","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","44","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","871","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","35","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/SCK_Casual01/Materials/Master_Materials/MAT_A_01.MAT_A_01","0","77","81","1","35.723984","0","0"
"/Game/SCK_Casual01/Materials/Master_Materials/MAT_T_01.MAT_T_01","0","77","81","1","71.240646","0","0"
"/Game/SCK_Casual01/Materials/Master_Materials/MAT_L_01.MAT_L_01","0","77","81","1","32.534145","0","0"
"/Game/SCK_Casual01/Materials/Master_Materials/MAT_P_00.MAT_P_00","0","108","114","1","46.244999","0","0"
"/Game/SCK_Casual01/Materials/Master_Materials/MAT_H_A1.MAT_H_A1","0","108","114","1","43.083118","0","0"
"/Game/SCK_Casual01/Materials/Master_Materials/MAT_A_03.MAT_A_03","0","77","81","1","31.818745","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","84","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","30","1","0.000000","0","0"
"","0","1","0","1","0.000000","7","0"
"/Game/SCK_Casual01/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","140","152","2","51.145245","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","46","21","1","16.694891","0","46"
"/Game/AnimStarterPack/UE4_Mannequin/Materials/M_UE4Man_Body.M_UE4Man_Body","0","140","152","2","45.277046","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","112","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","33","33","1","17.018599","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","30","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","21","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","4","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","2","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","2","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_StatueHorn.M_StatueHorn","0","12","12","1","6.065448","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_AngelStatue.M_AngelStatue","0","12","12","1","6.565284","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","1","0.000000","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_DamagedWall.M_DamagedWall","0","12","12","1","6.120316","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Statue01.M_Statue01","0","12","12","1","6.025661","0","0"
"/Game/SCK_Casual01/Materials/Master_Materials/MAT_A_04.MAT_A_04","0","108","114","1","37.756210","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_WoodBoards_04.M_WoodBoards_04","0","21","21","1","10.360945","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Wooden.M_Wooden","0","21","21","1","10.767605","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Deadwood.M_Deadwood","0","21","21","1","10.649355","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Tree01_Opaque.M_Tree01_Opaque","0","21","21","1","11.078656","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_CastleRock_01.M_CastleRock_01","0","21","21","1","10.817921","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Barrel_01.M_Barrel_01","0","21","21","1","10.752121","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_UN_Rock_SM_Cliffs01_Master.M_UN_Rock_SM_Cliffs01_Master","0","21","21","1","11.620592","0","0"
"/Game/ThirdPersonBP/Models/Material.Material","0","12","12","1","5.949379","0","0"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","0","33","1","0.000000","0","0"
"/Game/ThirdPersonBP/Models/scarL1.scarL1","0","12","12","1","5.662712","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","12","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","48","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","21","1","0.000000","0","0"
"/Game/SCK_Casual01/Materials/Master_Materials/MAT_A_02.MAT_A_02","0","64","68","1","22.229525","0","0"
"/Game/SCK_Casual01/Materials/Master_Materials/MAT_T_03.MAT_T_03","0","108","114","1","37.176647","0","0"
"/Game/SCK_Casual01/Materials/Master_Materials/MAT_T_00.MAT_T_00","0","95","101","1","31.580774","0","0"
"/Game/SCK_Casual01/Materials/Master_Materials/MAT_L_00.MAT_L_00","0","95","101","1","40.614883","0","0"
"/Game/SCK_Casual01/Materials/Environment_Materials/MAT_PROMO.MAT_PROMO","0","21","21","1","11.375361","0","0"
"/Game/SCK_Casual01/Materials/Environment_Materials/MAT_BASIC_FLOOR.MAT_BASIC_FLOOR","0","21","21","1","11.836139","0","0"
"/Game/SCK_Casual01/Materials/Master_Materials/MAT_T_02.MAT_T_02","0","64","68","1","25.013613","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_WroughtIron.M_WroughtIron","0","17","18","1","8.770600","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_WroughtIron1.M_WroughtIron1","0","17","18","1","7.963343","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_WomanStatue.M_WomanStatue","0","12","12","1","5.936969","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Vase.M_Vase","0","24","24","1","11.897968","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Vases.M_Vases","0","12","12","1","8.124963","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_TreeEmblem.M_TreeEmblem","0","24","24","1","14.608436","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_TreasureGreen.M_TreasureGreen","0","12","12","1","7.551979","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_TreasureGold.M_TreasureGold","0","12","12","1","6.814448","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_TreasureBlack.M_TreasureBlack","0","12","12","1","7.019360","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_AngelStatue02.M_AngelStatue02","0","12","12","1","6.943534","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Spear01_noNormals.M_Spear01_noNormals","0","12","12","1","7.149400","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Spear01.M_Spear01","0","12","12","1","7.032310","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Tree_FallTreeMerged_01.M_Tree_FallTreeMerged_01","0","33","35","1","14.444162","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Tree_FallBark_01.M_Tree_FallBark_01","0","12","12","1","6.221062","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Tree_FallLimb_01.M_Tree_FallLimb_01","0","64","68","1","24.022026","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_TreasureBags.M_TreasureBags","0","12","12","1","6.546071","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_WoodBoards_02.M_WoodBoards_02","0","12","12","1","6.671811","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Targets_01.M_Targets_01","0","12","12","1","6.457599","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_SkeletonArmor.M_SkeletonArmor","0","12","12","1","6.425601","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Shrub.M_Shrub","0","33","35","1","14.261861","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_ShopSign_01.M_ShopSign_01","0","12","12","1","6.698093","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_WoodSlats_01.M_WoodSlats_01","0","12","12","1","6.682353","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Shed_01.M_Shed_01","0","12","12","1","6.453066","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Rooftile_01.M_Rooftile_01","0","12","12","1","6.494520","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_SaydhiChair.M_SaydhiChair","0","12","12","1","6.628271","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_PaintableRock_MasterOpt.M_PaintableRock_MasterOpt","0","12","12","1","6.658218","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_RiverRock_01.M_RiverRock_01","0","12","12","1","6.406023","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Chains.M_Chains","0","12","12","1","6.802052","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Cage.M_Cage","0","12","12","1","6.524587","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Potions.M_Potions","0","12","12","1","6.046968","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_PineTree_Translucent.M_PineTree_Translucent","0","30","30","1","19.437813","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_PineTree.M_PineTree","0","12","12","1","7.014165","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_DestroyedPaintings_Frames.M_DestroyedPaintings_Frames","0","12","12","1","6.719100","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_OakTree_Leaves.M_OakTree_Leaves","0","33","35","1","13.683133","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_OakTree.M_OakTree","0","12","12","1","6.382070","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Sword.M_Sword","0","12","12","1","6.654791","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_MonkStatue_01.M_MonkStatue_01","0","12","12","1","6.463521","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_StorageBoxes.M_StorageBoxes","0","12","12","1","6.588306","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Bottles.M_Bottles","0","12","12","1","6.438462","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Loot.M_Loot","0","33","35","1","14.086588","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_LightSconce_Unlit.M_LightSconce_Unlit","0","12","12","1","7.882650","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_LightSconce.M_LightSconce","0","12","12","1","9.040978","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Deco_01.M_Deco_01","0","12","12","1","8.134473","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_DecoUnlit_01.M_DecoUnlit_01","0","2","2","1","1.341910","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_IvyWall_01.M_IvyWall_01","0","33","35","1","13.338244","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Building_01.M_Building_01","0","12","12","1","6.603401","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_IvyWall_01_Emissive.M_IvyWall_01_Emissive","0","33","35","1","13.961145","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_IvyWall_01T_IvyWall_01.M_IvyWall_01T_IvyWall_01","0","33","35","1","13.264491","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_HollowLog.M_HollowLog","0","12","12","1","6.351960","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_HangingLight.M_HangingLight","0","12","12","1","6.603898","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_HangingFlag_01.M_HangingFlag_01","0","17","18","1","8.593984","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Ivy_02.M_Ivy_02","0","33","35","1","13.476721","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Grass1.M_Grass1","0","33","35","1","12.868622","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_GiantJar.M_GiantJar","0","12","12","1","5.906046","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_UN_Foliage_treesflat_jj_01_Color_Mat.M_UN_Foliage_treesflat_jj_01_Color_Mat","0","33","35","1","12.407470","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Flag01.M_Flag01","0","17","18","1","8.682232","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_FireAltar.M_FireAltar","0","12","12","1","7.504769","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_DeadTreeBranch.M_DeadTreeBranch","0","33","35","1","14.224510","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_DeadTree.M_DeadTree","0","12","12","1","6.136319","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_CastlePieces.M_CastlePieces","0","12","12","1","6.454346","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Statue.M_Statue","0","12","12","1","6.134570","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_CobWebs.M_CobWebs","0","10","10","1","3.689812","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_ClothesLines_01.M_ClothesLines_01","0","17","18","1","8.381507","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Coliseum_4_Transparent.M_Coliseum_4_Transparent","0","30","30","1","16.597811","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_CliffWall_01.M_CliffWall_01","0","12","12","1","6.223655","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Drawbridge.M_Drawbridge","0","12","12","1","6.534927","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_CastleRocBG_01.M_CastleRocBG_01","0","12","12","1","7.240898","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Cage_Masked.M_Cage_Masked","0","33","35","1","14.386762","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Roots.M_Roots","0","12","12","1","6.672045","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Books.M_Books","0","12","12","1","6.359622","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_BirdBath.M_BirdBath","0","12","12","1","6.183501","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Reeds.M_Reeds","0","17","18","1","8.442570","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Banners_01.M_Banners_01","0","33","35","1","13.077629","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Banner01.M_Banner01","0","17","18","1","8.358229","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_BagOBones.M_BagOBones","0","24","24","1","10.615450","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_AnimalBones.M_AnimalBones","0","12","12","1","6.280244","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_TheMech.M_TheMech","0","12","12","1","6.174028","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_KeyPlate.M_KeyPlate","0","12","12","1","6.114442","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_KeyGreen.M_KeyGreen","0","12","12","1","6.177331","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_KeyGold.M_KeyGold","0","12","12","1","6.299343","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_KeyBlack.M_KeyBlack","0","12","12","1","6.220359","0","0"
"/Game/Infinity_Blade_Assets/Maps/LevelContent/Architecture/M_CycRoom_01.M_CycRoom_01","0","21","21","1","11.253572","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_HealthPotion.M_HealthPotion","0","12","12","1","6.239214","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_Chest01.M_Chest01","0","24","24","1","10.530795","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_BetrayalStatue02.M_BetrayalStatue02","0","12","12","1","6.149692","0","0"
"/Game/Infinity_Blade_Assets/Materials/M_BetrayalStatue.M_BetrayalStatue","0","12","12","1","6.000169","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
